id,datetime,sentiment,text,tokens...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815422340540547000,1/01/2017 5:00,0.8125,"TO ALL AMERICANS-#HappyNewYear &amp, many blessings to you all! Looking forward to a wonderful &amp, prosperous 2017 as we... https://t.co/1asdMAL4iy",to,all,americans-,#happynewyear,&,many,blessings,to,you,all,looking,forward,to,a,wonderful,&,prosperous,2017,as,we,http://...,,,,,,,,,
815930688889352000,2/01/2017 14:40,0.568181818,"Well, the New Year begins. We will, together, MAKE AMERICA GREAT AGAIN!",well,the,new,year,begins,we,will,together,make,america,great,again,,,,,,,,,,,,,,,,,,
815973752785793000,2/01/2017 17:31,0,"Chicago murder rate is record setting - 4,331 shooting victims with 762 murders in 2016. If Mayor can't do it he must ask for Federal help!",chicago,murder,rate,is,record,setting,-,4331,shooting,victims,with,762,murders,in,2016,if,mayor,cant,do,it,he,must,ask,for,federal,help,,,,
815989154555297000,2/01/2017 18:32,-0.2,"""@CNN just released a book called """"Unprecedented"""" which explores the 2016 race &amp, victory. Hope it does well but used worst cover photo of me!""",@cnn,just,released,a,book,called,unprecedented,which,explores,the,2016,race,&,victory,hope,it,does,well,but,used,worst,cover,photo,of,me,,,,,
815990335318982000,2/01/2017 18:37,-0.166666667,"Various media outlets and pundits say that I thought I was going to lose the election. Wrong, it all came together in the last week and.....",various,media,outlets,and,pundits,say,that,i,thought,i,was,going,to,lose,the,election,wrong,it,all,came,together,in,the,last,week,and,,,,
815992069412057000,2/01/2017 18:44,0.483333333,"I thought and felt I would win big, easily over the fabled 270 (306). When they cancelled fireworks, they knew, and so did I.",i,thought,and,felt,i,would,win,big,easily,over,the,fabled,270,306,when,they,cancelled,fireworks,they,knew,and,so,did,i,,,,,,
816057920223846000,2/01/2017 23:05,0.125,North Korea just stated that it is in the final stages of developing a nuclear weapon capable of reaching parts of the U.S. It won't happen!,north,korea,just,stated,that,it,is,in,the,final,stages,of,developing,a,nuclear,weapon,capable,of,reaching,parts,of,the,us,it,wont,happen,,,,
816068355555815000,2/01/2017 23:47,0.25,"China has been taking out massive amounts of money &amp, wealth from the U.S. in totally one-sided trade, but won't help with North Korea. Nice!",china,has,been,taking,out,massive,amounts,of,money,&,wealth,from,the,us,in,totally,one-sided,trade,but,wont,help,with,north,korea,nice,,,,,
816260343391514000,3/01/2017 12:30,0.1125,General Motors is sending Mexican made model of Chevy Cruze to U.S. car dealers-tax free across border. Make in U.S.A.or pay big border tax!,general,motors,is,sending,mexican,made,model,of,chevy,cruze,to,us,car,dealers-tax,free,across,border,make,in,usaor,pay,big,border,tax,,,,,,
816264484629184000,3/01/2017 12:46,-0.6,"""People must remember that ObamaCare just doesn't work, and it is not affordable - 116% increases (Arizona). Bill Clinton called it """"CRAZY""""""",people,must,remember,that,obamacare,just,doesnt,work,and,it,is,not,affordable,-,116,increases,arizona,bill,clinton,called,it,crazy,,,,,,,,
816265668958031000,3/01/2017 12:51,-0.5,"""The Democrat Governor.of Minnesota said """"The Affordable Care Act (ObamaCare) is no longer affordable!"""" - And, it is lousy healthcare.""",the,democrat,governorof,minnesota,said,the,affordable,care,act,obamacare,is,no,longer,affordable,-,and,it,is,lousy,healthcare,,,,,,,,,,
816298944456232000,3/01/2017 15:03,-0.1,"With all that Congress has to work on, do they really have to make the weakening of the Independent Ethics Watchdog, as unfair as it",with,all,that,congress,has,to,work,on,do,they,really,have,to,make,the,weakening,of,the,independent,ethics,watchdog,as,unfair,as,it,,,,,
816300003442495000,3/01/2017 15:07,0.275,"........may be, their number one act and priority. Focus on tax reform, healthcare and so many other things of far greater importance! #DTS",may,be,their,number,one,act,and,priority,focus,on,tax,reform,healthcare,and,so,many,other,things,of,far,greater,importance,#dts,,,,,,,
816324295781740000,3/01/2017 16:44,-0.125,"""""""@DanScavino: Ford to scrap Mexico plant, invest in Michigan due to Trump policies""""https://t.co/137nUo03Gl""",@danscavino,ford,to,scrap,mexico,plant,invest,in,michigan,due,to,trump,policies,http://...,,,,,,,,,,,,,,,,
816328314759606000,3/01/2017 17:00,0.8,"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for INNOVATION &amp, JOB CREATION.https://t.co/siXrptsOrt",instead,of,driving,jobs,and,wealth,away,america,will,become,the,worlds,great,magnet,for,innovation,&,job,creation,http://...,,,,,,,,,,
816333480409833000,3/01/2017 17:20,-0.2,There should be no further releases from Gitmo. These are extremely dangerous people and should not be allowed back onto the battlefield.,there,should,be,no,further,releases,from,gitmo,these,are,extremely,dangerous,people,and,should,not,be,allowed,back,onto,the,battlefield,,,,,,,,
816354639859871000,3/01/2017 18:44,0,"""""""Trump is already delivering the jobs he promised America"""" https://t.co/11spTMa6Tm""",trump,is,already,delivering,the,jobs,he,promised,america,http://...,,,,,,,,,,,,,,,,,,,,
816433590892429000,3/01/2017 23:58,0.05,I will be having a general news conference on JANUARY ELEVENTH in N.Y.C. Thank you.,i,will,be,having,a,general,news,conference,on,january,eleventh,in,nyc,thank,you,,,,,,,,,,,,,,,
816452807024840000,4/01/2017 1:14,0.139583333,"""The """"Intelligence"""" briefing on so-called """"Russian hacking"""" was delayed until Friday, perhaps more time needed to build a case. Very strange!""",the,intelligence,briefing,on,so-called,russian,hacking,was,delayed,until,friday,perhaps,more,time,needed,to,build,a,case,very,strange,,,,,,,,,
816620855958601000,4/01/2017 12:22,-0.2625,"""Julian Assange said """"a 14 year old could have hacked Podesta"""" - why was DNC so careless? Also said Russians did not give him the info!""",julian,assange,said,a,14,year,old,could,have,hacked,podesta,-,why,was,dnc,so,careless,also,said,russians,did,not,give,him,the,info,,,,
816632793862176000,4/01/2017 13:10,-0.063333333,"""""""@FoxNews: Julian Assange on U.S. media coverage: “It’s very dishonest.” #Hannity https://t.co/ADcPRQifH9"""" More dishonest than anyone knows""",@foxnews,julian,assange,on,us,media,coverage,its,very,dishonest,#hannity,http://...,more,dishonest,than,anyone,knows,,,,,,,,,,,,,
816635078067490000,4/01/2017 13:19,0.257575758,Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow,thank,you,to,ford,for,scrapping,a,new,plant,in,mexico,and,creating,700,new,jobs,in,the,us,this,is,just,the,beginning,-,much,more,to,follow,
816637064708030000,4/01/2017 13:27,-1,"""Somebody hacked the DNC but why did they not have """"hacking defense"""" like the RNC has and why have they not responded to the terrible......""",somebody,hacked,the,dnc,but,why,did,they,not,have,hacking,defense,like,the,rnc,has,and,why,have,they,not,responded,to,the,terrible,,,,,
816638194468999000,4/01/2017 13:31,-0.0625,"things they did and said (like giving the questions to the debate to H). A total double standard! Media, as usual, gave them a pass.",things,they,did,and,said,like,giving,the,questions,to,the,debate,to,h,a,total,double,standard,media,as,usual,gave,them,a,pass,,,,,
816644321768312000,4/01/2017 13:55,-0.08,"Republicans must be careful in that the Dems own the failed ObamaCare disaster, with its poor coverage and massive premium increases......",republicans,must,be,careful,in,that,the,dems,own,the,failed,obamacare,disaster,with,its,poor,coverage,and,massive,premium,increases,,,,,,,,,
816645831659061000,4/01/2017 14:01,-0.17,"like the 116% hike in Arizona. Also, deductibles are so high that it is practically useless. Don't let the Schumer clowns out of this web...",like,the,116,hike,in,arizona,also,deductibles,are,so,high,that,it,is,practically,useless,dont,let,the,schumer,clowns,out,of,this,web,,,,,
816652088662958000,4/01/2017 14:26,0.075,massive increases of ObamaCare will take place this year and Dems are to blame for the mess. It will fall of its own weight - be careful!,massive,increases,of,obamacare,will,take,place,this,year,and,dems,are,to,blame,for,the,mess,it,will,fall,of,its,own,weight,-,be,careful,,,
816718880731234000,4/01/2017 18:52,0,"""Jackie Evancho's album sales have skyrocketed after announcing her Inauguration performance.Some people just don't understand the """"Movement""""""",jackie,evanchos,album,sales,have,skyrocketed,after,announcing,her,inauguration,performancesome,people,just,dont,understand,the,movement,,,,,,,,,,,,,
816977032433270000,5/01/2017 11:57,-0.4375,"The Democrats, lead by head clown Chuck Schumer, know how bad ObamaCare is and what a mess they are in. Instead of working to fix it, they..",the,democrats,lead,by,head,clown,chuck,schumer,know,how,bad,obamacare,is,and,what,a,mess,they,are,in,instead,of,working,to,fix,it,they,,,
816977937731878000,5/01/2017 12:01,-0.083333333,"""...do the typical political thing and BLAME. The fact is ObamaCare was a lie from the beginning.""""Keep you doctor, keep your plan!"""" It is....""",do,the,typical,political,thing,and,blame,the,fact,is,obamacare,was,a,lie,from,the,beginningkeep,you,doctor,keep,your,plan,it,is,,,,,,
816979231217483000,5/01/2017 12:06,0.051666667,"...time for Republicans &amp, Democrats to get together and come up with a healthcare plan that really works - much less expensive &amp, FAR BETTER!",time,for,republicans,&,democrats,to,get,together,and,come,up,with,a,healthcare,plan,that,really,works,-,much,less,expensive,&,far,better,,,,,
816999062562107000,5/01/2017 13:25,-0.266666667,"The dishonest media likes saying that I am in Agreement with Julian Assange - wrong. I simply state what he states, it is for the people....",the,dishonest,media,likes,saying,that,i,am,in,agreement,with,julian,assange,-,wrong,i,simply,state,what,he,states,it,is,for,the,people,,,,
817004210529116000,5/01/2017 13:45,0.3,"""to make up their own minds as to the truth. The media lies to make it look like I am against """"Intelligence"""" when in fact I am a big fan!""",to,make,up,their,own,minds,as,to,the,truth,the,media,lies,to,make,it,look,like,i,am,against,intelligence,when,in,fact,i,am,a,big,fan
817071792711942000,5/01/2017 18:14,0.085227273,"Toyota Motor said will build a new plant in Baja, Mexico, to build Corolla cars for U.S. NO WAY! Build plant in U.S. or pay big border tax.",toyota,motor,said,will,build,a,new,plant,in,baja,mexico,to,build,corolla,cars,for,us,no,way,build,plant,in,us,or,pay,big,border,tax,,
817164923843280000,6/01/2017 0:24,0,"""How did NBC get """"an exclusive look into the top secret report he (Obama) was presented?"""" Who gave them this report and why? Politics!""",how,did,nbc,get,an,exclusive,look,into,the,top,secret,report,he,obama,was,presented,who,gave,them,this,report,and,why,politics,,,,,,
817166353266262000,6/01/2017 0:30,0,The Democratic National Committee would not allow the FBI to study or see its computer info after it was supposedly hacked by Russia......,the,democratic,national,committee,would,not,allow,the,fbi,to,study,or,see,its,computer,info,after,it,was,supposedly,hacked,by,russia,,,,,,,
817168818539757000,6/01/2017 0:40,0.5,So how and why are they so sure about hacking if they never even requested an examination of the computer servers? What is going on?,so,how,and,why,are,they,so,sure,about,hacking,if,they,never,even,requested,an,examination,of,the,computer,servers,what,is,going,on,,,,,
817329823374831000,6/01/2017 11:19,0.08,"The dishonest media does not report that any money spent on building the Great Wall (for sake of speed), will be paid back by Mexico later!",the,dishonest,media,does,not,report,that,any,money,spent,on,building,the,great,wall,for,sake,of,speed,will,be,paid,back,by,mexico,later,,,,
817334794958807000,6/01/2017 11:39,0,Hillary and the Dems were never going to beat the PASSION of my voters. They saw what was happening in the last two weeks before the......,hillary,and,the,dems,were,never,going,to,beat,the,passion,of,my,voters,they,saw,what,was,happening,in,the,last,two,weeks,before,the,,,,
817336355193753000,6/01/2017 11:45,-0.05,and knew they were in big trouble - which is why they cancelled their big fireworks at the last minute.THEY SAW A MOVEMENT LIKE NEVER BEFORE,and,knew,they,were,in,big,trouble,-,which,is,why,they,cancelled,their,big,fireworks,at,the,last,minutethey,saw,a,movement,like,never,before,,,,
817341196251070000,6/01/2017 12:05,0.6,"Hopefully, all supporters, and those who want to MAKE AMERICA GREAT AGAIN, will go to D.C. on January 20th. It will be a GREAT SHOW!",hopefully,all,supporters,and,those,who,want,to,make,america,great,again,will,go,to,dc,on,january,20th,it,will,be,a,great,show,,,,,
817348644647108000,6/01/2017 12:34,0.15,"""Wow, the ratings are in and Arnold Schwarzenegger got """"swamped"""" (or destroyed) by comparison to the ratings machine, DJT. So much for....""",wow,the,ratings,are,in,and,arnold,schwarzenegger,got,swamped,or,destroyed,by,comparison,to,the,ratings,machine,djt,so,much,for,,,,,,,,
817350726800306000,6/01/2017 12:42,0,"being a movie star-and that was season 1 compared to season 14. Now compare him to my season 1. But who cares, he supported Kasich &amp, Hillary",being,a,movie,star-and,that,was,season,1,compared,to,season,14,now,compare,him,to,my,season,1,but,who,cares,he,supported,kasich,&,hillary,,,
817374875962769000,6/01/2017 14:18,0,"Anna Wintour came to my office at Trump Tower to ask me to meet with the editors of Conde Nast &amp, Steven Newhouse, a friend. Will go this AM.",anna,wintour,came,to,my,office,at,trump,tower,to,ask,me,to,meet,with,the,editors,of,conde,nast,&,steven,newhouse,a,friend,will,go,this,am,
817413321058029000,6/01/2017 16:51,0.033333333,I am asking the chairs of the House and Senate committees to investigate top secret intelligence shared with NBC prior to me seeing it.,i,am,asking,the,chairs,of,the,house,and,senate,committees,to,investigate,top,secret,intelligence,shared,with,nbc,prior,to,me,seeing,it,,,,,,
817453219613917000,6/01/2017 19:30,-0.1875,Monitoring the terrible situation in Florida. Just spoke to Governor Scott. Thoughts and prayers for all. Stay safe!,monitoring,the,terrible,situation,in,florida,just,spoke,to,governor,scott,thoughts,and,prayers,for,all,stay,safe,,,,,,,,,,,,
817522928862502000,7/01/2017 0:07,0.8,Happy Birthday @EricTrump!https://t.co/bJaEY7qFSn,happy,birthday,@erictrump,http://...,,,,,,,,,,,,,,,,,,,,,,,,,,
817579925771341000,7/01/2017 3:53,0.270833333,Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!,gross,negligence,by,the,democratic,national,committee,allowed,hacking,to,take,placethe,republican,national,committee,had,strong,defense,,,,,,,,,,,,
817701436096126000,7/01/2017 11:56,0.219166667,Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!,intelligence,stated,very,strongly,there,was,absolutely,no,evidence,that,hacking,affected,the,election,results,voting,machines,not,touched,,,,,,,,,,,
817703208567078000,7/01/2017 12:03,-0.1,Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!,only,reason,the,hacking,of,the,poorly,defended,dnc,is,discussed,is,that,the,loss,by,the,dems,was,so,big,that,they,are,totally,embarrassed,,,,
817748207694467000,7/01/2017 15:02,0.0125,"""Having a good relationship with Russia is a good thing, not a bad thing. Only """"stupid"""" people, or fools, would think that it is bad! We.....""",having,a,good,relationship,with,russia,is,a,good,thing,not,a,bad,thing,only,stupid,people,or,fools,would,think,that,it,is,bad,we,,,,
817750330196819000,7/01/2017 15:10,0.2,"have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....",have,enough,problems,around,the,world,without,yet,another,one,when,i,am,president,russia,will,respect,us,far,more,than,they,do,now,and,,,,,
817753083707015000,7/01/2017 15:21,0.75,"both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!",both,countries,will,perhaps,work,together,to,solve,some,of,the,many,great,and,pressing,problems,and,issues,of,the,world,,,,,,,,,
817882028272128000,7/01/2017 23:54,0.281944444,"Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter &amp, star",congratulation,to,jane,timken,on,her,major,upset,victory,in,becoming,the,ohio,republican,party,chair,jane,is,a,loyal,trump,supporter,&,star,,,,,,
817915516018892000,8/01/2017 2:07,0.420178571,"I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!",i,look,very,much,forward,to,meeting,prime,minister,theresa,may,in,washington,in,the,spring,britain,a,longtime,us,ally,is,very,special,,,,,,
818134360712953000,8/01/2017 16:36,0.8875,"""""""@KellyannePolls: Welcome to President and Mrs. Bush.  https://t.co/I1K4nj1gVu"""" Very nice!""",@kellyannepolls,welcome,to,president,and,mrs,bush,http://...,very,nice,,,,,,,,,,,,,,,,,,,,
818134981344165000,8/01/2017 16:39,0.214285714,"""""""@FoxNews: """"We certainly don’t want intelligence interfering with politics and we don’t want politics interfe... https://t.co/bwDjEg1d7S""""""",@foxnews,we,certainly,dont,want,intelligence,interfering,with,politics,and,we,dont,want,politics,interfe,http://...,,,,,,,,,,,,,,
818136714396975000,8/01/2017 16:46,-0.65,Kellyanne Conway went to @MeetThePress this morning for an interview with @chucktodd. Dishonest media cut out 9 of her 10 minutes. Terrible!,kellyanne,conway,went,to,@meetthepress,this,morning,for,an,interview,with,@chucktodd,dishonest,media,cut,out,9,of,her,10,minutes,terrible,,,,,,,,
818169485169410000,8/01/2017 18:56,-0.128333333,"Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @NBCNews. So serious!",before,i,or,anyone,saw,the,classified,andor,highly,confidential,hacking,intelligence,report,it,was,leaked,out,to,@nbcnews,so,serious,,,,,,,,,
818307689323368000,9/01/2017 4:05,-0.046527778,Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!,dishonest,media,says,mexico,wont,be,paying,for,the,wall,if,they,pay,a,little,later,so,the,wall,can,be,built,more,quickly,media,is,fake,,,
818416446527172000,9/01/2017 11:17,0.81875,Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!,rupert,murdoch,is,a,great,guy,who,likes,me,much,better,as,a,very,successful,candidate,than,he,ever,did,as,a,very,successful,developer,,,,,
818419002548568000,9/01/2017 11:27,0.266666667,"Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....",meryl,streep,one,of,the,most,over-rated,actresses,in,hollywood,doesnt,know,me,but,attacked,last,night,at,the,golden,globes,she,is,a,,,,,,
818421066859167000,9/01/2017 11:36,-0.066666667,"""Hillary flunky who lost big. For the 100th time, I never """"mocked"""" a disabled reporter (would never do that) but simply showed him.......""",hillary,flunky,who,lost,big,for,the,100th,time,i,never,mocked,a,disabled,reporter,would,never,do,that,but,simply,showed,him,,,,,,,
818422930157830000,9/01/2017 11:43,-0.1175,"""""""groveling"""" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!""",groveling,when,he,totally,changed,a,16,year,old,story,that,he,had,written,in,order,to,make,me,look,bad,just,more,very,dishonest,media,,,,
